Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP_growth
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.46478251583886
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.74452554739075
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.50763249419235
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.2533217057731
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,9.6616123612221
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.57331056745495
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-0.103623688571901
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.75563345861494
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,7.74990796703278
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.33727634979969
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,7.97934731910306
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-0.803597733902933
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.15034062959936
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-8.17567222383052
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.19916067974877
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.11404003445443
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.09107074099691
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-0.793847626188779
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-2.33055635744239
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.517660352898858
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,7.19427381240732
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,7.09732274620281
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.143049595525113
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-0.900602237275649
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.27627849810153
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,11.0560866060117
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.33077441753558
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.12011426888618
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-0.497504788372368
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.53494882486964
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.843979891893
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.75342461992125
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.0243714342522
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.96389481911206
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.76923076923077
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.08022980892528
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,19.1055383366344
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.77656416847516
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-0.428330594752325
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-9.7849055780179
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.64759057357027
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,6.27054196883323
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.19014450931724
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.85997186384608
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.88258818544867
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.50463425067727
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.29404761337059
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,7.17755539065963
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.80081800784153
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-2.20588235294117
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,10.8569938490329
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,11.3272611963066
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,8.56771256773676
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.36812977603347
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.88513326275412
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-1.67859810026847
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-11.3525063164079
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,14.4020192954508
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.47847026995029
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.42342232278034
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.66408692444165
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.99999999912237
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.35554691656409
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.85232373331151
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.68677104353874
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.68485603687716
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.801719843596
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,9.98393916280322
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,6.69321135937346
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,9.27110576947589
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.45236468337373
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.96022488163399
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,9.3605890993868
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.01226943757484
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-3.92995990782299
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,24.5424993212562
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.71020432402362
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.69262088094571
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.88519000696472
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-1.05734875698272
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-2.94515062499235
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,9.37499451271673
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-2.29999602682005
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.71357935480479
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,9.74203332117483
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-0.2148024012658
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.24059492750688
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.35032009014611
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.76726966632827
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-1.00000349565384
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,6.35213730291468
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.0609452742067873
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-1.01730916120091
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.7869757369202
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.0421122334956
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.5656505455874
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-2.81674692322888
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.70546700687471
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.02088234043678
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.00215978258038
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.98538140010744
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.50165366386084
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.56778822819017
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,9.42596236073652
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.51068403005506
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.43650686671928
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.69305706882692
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.57702676303953
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.97736744907564
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.14095567971992
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.96483566571362
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.43192637636909
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.18292248407077
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,13.5477945306048
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.3357865683344
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.47213748769637
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.83441966418683
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,17.0128247397753
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.41381101190019
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.12698554897204
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.34281041445436
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-0.201430161215882
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.23604691069114
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.19467303778427
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-2.14592274677896
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.90344166935768
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.90250598383854
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.23914509868774
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-5.83211889942874
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.800000000577967
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.69132317338637
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,12.2644780398839
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.76194663152684
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-7.95292895543678
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-4.08166751727336
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,7.12242452161902
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.58650431458925
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.53382776724771
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.49999987309577
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.52952032455838
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-2.94515062499237
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.11866086445676
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,4.83441966418683
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,1.90250598383852
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-3.27916304799267
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-1.44698841417973
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,7.01203111054399
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,22.5855000000002
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.49571344558053
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.390086943062727
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.66989964367744
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,8.80980829469384
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.46265505318908
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.59974053078381
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,6.51034502827659
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.78929157479443
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,-0.150463358752518
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,3.35135750273969
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,5.50457834131815
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.0178492401652193
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,0.723893955923913
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,2.09902912507214
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,16.0784313725487
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.96451635186735
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,1.40458248482658
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,4.08274863510718
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-0.787842654927246
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,5.54712217080133
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-0.774436542583885
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.38198170900863
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.70486882770558
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,6.62606394660581
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.56255135941761
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,1.35716806415441
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,5.50309611952244
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.30665956583917
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-1.50000295231442
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-0.236336789143323
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.77240185252714
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,6.05451383874345
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,10.3990093325468
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.98451934401702
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,10.7353041327314
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.75000000075703
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.46348461562114
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.52999999999983
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.59096701118504
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.00912981362838
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,29.0543238478474
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,11.8819281373203
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-4.93898788502545
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,4.07201575870543
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,1.58547838061136
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,6.46046852820268
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,11.6574277931357
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-0.348972913938866
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-2.14665021536007
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.67564245126934
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,0.189376640368906
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,5.36893214821323
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,1.63778418052955
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,4.30906372865192
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,4.76453327969497
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.00354576022714
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-2.40217253779804
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,7.06525081320717
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,1.40215162742055
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,6.30756111568489
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,0.254266314633725
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,10.1173673617477
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-0.699997526217658
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,9.17856387018057
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.63413390966973
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,6.26600795929629
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.09218582633007
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-0.259098708350393
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.83275261319909
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.53348756724392
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,5.54712261944346
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,13.8593303949746
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.53851798658764
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,1.49915568084293
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,3.57482613830207
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,-6.6150199951142
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,2.56190033450119
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,
